sweep_id,timestamp_utc,status,failure_reason,prompt_id,prompt_idx,context_bucket,prompt_len_tokens,mode,spec_k,sparsity_budget,quant_bits_requested,quant_bits_effective,recent_window,heavy_hitter_budget,sparse_refresh_interval,sparse_scoring,draft_cache_mode_resolved,quant_notes,trial_index,warmup,latency_e2e_s,acceptance_rate,tokens_per_sec,logical_draft_kv_bytes,logical_verifier_kv_bytes,gpu_torch_name,modal_resource_tag,model_name,max_new_tokens,verify_match,gpu_peak_memory_bytes_before_run,gpu_peak_memory_bytes_after_run,model_weights_gb,kv_cache_size_gb,effective_memory_bandwidth_gb_s,draft_latency_total_s,verify_latency_total_s
bench_smoke_modal_v1,2026-04-07T03:33:45.155839+00:00,ok,,mt-002,1,short,18,autoregressive,1,0.4,8,-1,,,2,key_norm,n/a,,0,false,0.04830703199998254,,165.60735919364475,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.368919705121236,,
bench_smoke_modal_v1,2026-04-07T03:33:47.916478+00:00,ok,,mt-003,2,short,23,autoregressive,1,0.4,8,-1,,,2,key_norm,n/a,,0,false,0.048288118999991525,,165.67222260203187,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.41565936748025,,
bench_smoke_modal_v1,2026-04-07T03:33:50.687028+00:00,ok,,mt-001,0,short,23,autoregressive,1,0.4,16,-1,,,2,key_norm,n/a,,0,false,0.0475155789999917,,168.3658321831961,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,42.089022802402326,,
bench_smoke_modal_v1,2026-04-07T03:33:53.051782+00:00,ok,,mt-002,1,short,18,autoregressive,1,0.4,16,-1,,,2,key_norm,n/a,,0,false,0.0487404580000117,,164.13469073265745,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.00104533280176,,
bench_smoke_modal_v1,2026-04-07T03:33:55.386852+00:00,ok,,mt-003,2,short,23,autoregressive,1,0.4,16,-1,,,2,key_norm,n/a,,0,false,0.048834035999973935,,163.8201683760947,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,40.95267259910828,,
bench_smoke_modal_v1,2026-04-07T03:33:58.851997+00:00,ok,,mt-001,0,short,23,autoregressive,1,1.0,4,-1,,,2,key_norm,n/a,,0,false,0.04794277999998542,,166.8655843487264,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.71398254336958,,
bench_smoke_modal_v1,2026-04-07T03:34:01.282648+00:00,ok,,mt-002,1,short,18,autoregressive,1,1.0,4,-1,,,2,key_norm,n/a,,0,false,0.048086149000013734,,166.36807409962722,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.55894721366498,,
bench_smoke_modal_v1,2026-04-07T03:34:03.550407+00:00,ok,,mt-003,2,short,23,autoregressive,1,1.0,4,-1,,,2,key_norm,n/a,,0,false,0.0491968100000264,,162.61216936617856,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,40.65069031912692,,
bench_smoke_modal_v1,2026-04-07T03:34:05.800350+00:00,ok,,mt-001,0,short,23,autoregressive,1,1.0,8,-1,,,2,key_norm,n/a,,0,false,0.048540548999994826,,164.8106617006094,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.20028160374151,,
bench_smoke_modal_v1,2026-04-07T03:34:08.930531+00:00,ok,,mt-002,1,short,18,autoregressive,1,1.0,8,-1,,,2,key_norm,n/a,,0,false,0.04766222099999595,,167.84782228257217,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.928590109138426,,
bench_smoke_modal_v1,2026-04-07T03:34:12.411789+00:00,ok,,mt-003,2,short,23,autoregressive,1,1.0,8,-1,,,2,key_norm,n/a,,0,false,0.04798368199998038,,166.72334565745228,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.678424927891484,,
bench_smoke_modal_v1,2026-04-07T03:34:15.190028+00:00,ok,,mt-001,0,short,23,autoregressive,1,1.0,16,-1,,,2,key_norm,n/a,,0,false,0.048645324000020196,,164.455683345776,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.11154214944009,,
bench_smoke_modal_v1,2026-04-07T03:34:17.965953+00:00,ok,,mt-002,1,short,18,autoregressive,1,1.0,16,-1,,,2,key_norm,n/a,,0,false,0.0485095149999637,,164.91609944989116,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.19624218055974,,
bench_smoke_modal_v1,2026-04-07T03:34:20.221863+00:00,ok,,mt-003,2,short,23,autoregressive,1,1.0,16,-1,,,2,key_norm,n/a,,0,false,0.04792145800000469,,166.93982891754288,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.73254261170026,,
bench_smoke_modal_v1,2026-04-07T03:34:23.360496+00:00,ok,,mt-001,0,short,23,autoregressive,3,0.1,4,-1,,,2,key_norm,n/a,,0,false,0.04825527600000612,,165.78498069307457,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.4438472593079,,
bench_smoke_modal_v1,2026-04-07T03:34:28.049088+00:00,ok,,mt-002,1,short,18,autoregressive,3,0.1,4,-1,,,2,key_norm,n/a,,0,false,0.04889102799999989,,163.62920411491487,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,40.87477416101793,,
bench_smoke_modal_v1,2026-04-07T03:34:31.651184+00:00,ok,,mt-003,2,short,23,autoregressive,3,0.1,4,-1,,,2,key_norm,n/a,,0,false,0.04826615999999717,,165.74759624549517,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.434501688141694,,
bench_smoke_modal_v1,2026-04-07T03:34:34.200607+00:00,ok,,mt-001,0,short,23,autoregressive,3,0.1,8,-1,,,2,key_norm,n/a,,0,false,0.04815724200008731,,166.12247021923505,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.52821475939952,,
bench_smoke_modal_v1,2026-04-07T03:34:37.124229+00:00,ok,,mt-002,1,short,18,autoregressive,3,0.1,8,-1,,,2,key_norm,n/a,,0,false,0.04792809599993575,,166.91670789531727,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.69599660296706,,
bench_smoke_modal_v1,2026-04-07T03:34:40.601291+00:00,ok,,mt-003,2,short,23,autoregressive,3,0.1,8,-1,,,2,key_norm,n/a,,0,false,0.04809720900001935,,166.32981759912062,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.5800486052984,,
bench_smoke_modal_v1,2026-04-07T03:34:42.979990+00:00,ok,,mt-001,0,short,23,autoregressive,3,0.1,16,-1,,,2,key_norm,n/a,,0,false,0.04825473799999713,,165.78682905708607,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.444309323576036,,
bench_smoke_modal_v1,2026-04-07T03:34:45.307057+00:00,ok,,mt-002,1,short,18,autoregressive,3,0.1,16,-1,,,2,key_norm,n/a,,0,false,0.04792810599994368,,166.9166730688127,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.69598790326386,,
bench_smoke_modal_v1,2026-04-07T03:34:47.660583+00:00,ok,,mt-003,2,short,23,autoregressive,3,0.1,16,-1,,,2,key_norm,n/a,,0,false,0.04809639799998422,,166.33262224756675,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.5807497268435,,
bench_smoke_modal_v1,2026-04-07T03:34:50.025480+00:00,ok,,mt-001,0,short,23,autoregressive,3,0.2,4,-1,,,2,key_norm,n/a,,0,false,0.0476996820000295,,167.7160028025984,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.926574856385066,,
bench_smoke_modal_v1,2026-04-07T03:34:52.943391+00:00,ok,,mt-002,1,short,18,autoregressive,3,0.2,4,-1,,,2,key_norm,n/a,,0,false,0.047870843999987756,,167.11633494496246,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.74586368271491,,
bench_smoke_modal_v1,2026-04-07T03:34:55.186963+00:00,ok,,mt-003,2,short,23,autoregressive,3,0.2,4,-1,,,2,key_norm,n/a,,0,false,0.04885487700005342,,163.75028433683812,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,40.93520260009688,,
bench_smoke_modal_v1,2026-04-07T03:34:57.498184+00:00,ok,,mt-001,0,short,23,autoregressive,3,0.2,8,-1,,,2,key_norm,n/a,,0,false,0.04811873799999944,,166.25539929995864,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.56144510689419,,
bench_smoke_modal_v1,2026-04-07T03:35:00.048454+00:00,ok,,mt-002,1,short,18,autoregressive,3,0.2,8,-1,,,2,key_norm,n/a,,0,false,0.048446848000025966,,165.12942183556942,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.24953037190219,,
bench_smoke_modal_v1,2026-04-07T03:35:02.399219+00:00,ok,,mt-003,2,short,23,autoregressive,3,0.2,8,-1,,,2,key_norm,n/a,,0,false,0.0479235089999861,,166.93268433249162,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.73075656877672,,
bench_smoke_modal_v1,2026-04-07T03:35:05.367542+00:00,ok,,mt-001,0,short,23,autoregressive,3,0.2,16,-1,,,2,key_norm,n/a,,0,false,0.04727752399995211,,169.21359925718835,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,42.30095230879743,,
bench_smoke_modal_v1,2026-04-07T03:35:07.694098+00:00,ok,,mt-002,1,short,18,autoregressive,3,0.2,16,-1,,,2,key_norm,n/a,,0,false,0.04830776299999684,,165.6048531992782,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.368293704681186,,
bench_smoke_modal_v1,2026-04-07T03:35:09.978724+00:00,ok,,mt-003,2,short,23,autoregressive,3,0.2,16,-1,,,2,key_norm,n/a,,0,false,0.04817561099997647,,166.05912896473504,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.51238036194241,,
bench_smoke_modal_v1,2026-04-07T03:35:13.117842+00:00,ok,,mt-001,0,short,23,autoregressive,3,0.4,4,-1,,,2,key_norm,n/a,,0,false,0.0496375769999986,,161.16822140613806,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,40.289724214380094,,
bench_smoke_modal_v1,2026-04-07T03:35:16.346811+00:00,ok,,mt-002,1,short,18,autoregressive,3,0.4,4,-1,,,2,key_norm,n/a,,0,false,0.04778833900002155,,167.40485581631938,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.81793654722125,,
bench_smoke_modal_v1,2026-04-07T03:35:18.773330+00:00,ok,,mt-003,2,short,23,autoregressive,3,0.4,4,-1,,,2,key_norm,n/a,,0,false,0.05091801900005066,,157.11530332694286,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,39.276553315988394,,
bench_smoke_modal_v1,2026-04-07T03:35:21.655950+00:00,ok,,mt-001,0,short,23,autoregressive,3,0.4,8,-1,,,2,key_norm,n/a,,0,false,0.049135375000020076,,162.81548680551907,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,40.70151673817861,,
bench_smoke_modal_v1,2026-04-07T03:35:24.039570+00:00,ok,,mt-002,1,short,18,autoregressive,3,0.4,8,-1,,,2,key_norm,n/a,,0,false,0.048149373000001106,,166.14961943533132,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.504376972882994,,
bench_smoke_modal_v1,2026-04-07T03:35:27.062541+00:00,ok,,mt-003,2,short,23,autoregressive,3,0.4,8,-1,,,2,key_norm,n/a,,0,false,0.0482468699999572,,165.81386523119733,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.45106797605263,,
bench_smoke_modal_v1,2026-04-07T03:35:29.535165+00:00,ok,,mt-001,0,short,23,autoregressive,3,0.4,16,-1,,,2,key_norm,n/a,,0,false,0.04840406799996799,,165.27536487233448,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.31645067520611,,
bench_smoke_modal_v1,2026-04-07T03:35:31.835482+00:00,ok,,mt-002,1,short,18,autoregressive,3,0.4,16,-1,,,2,key_norm,n/a,,0,false,0.048449890999989975,,165.11905052586508,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.24693960612653,,
bench_smoke_modal_v1,2026-04-07T03:35:35.240647+00:00,ok,,mt-003,2,short,23,autoregressive,3,0.4,16,-1,,,2,key_norm,n/a,,0,false,0.04789185399999951,,167.04302155435622,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.758339278325295,,
bench_smoke_modal_v1,2026-04-07T03:35:37.562720+00:00,ok,,mt-001,0,short,23,autoregressive,3,1.0,4,-1,,,2,key_norm,n/a,,0,false,0.048140430000017886,,166.18048488551156,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.54271758684451,,
bench_smoke_modal_v1,2026-04-07T03:35:39.836078+00:00,ok,,mt-002,1,short,18,autoregressive,3,1.0,4,-1,,,2,key_norm,n/a,,0,false,0.04834146499999292,,165.48939921454948,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.33945315890391,,
bench_smoke_modal_v1,2026-04-07T03:35:42.188726+00:00,ok,,mt-003,2,short,23,autoregressive,3,1.0,4,-1,,,2,key_norm,n/a,,0,false,0.04739356300001418,,168.79929453705782,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,42.19738212126828,,
bench_smoke_modal_v1,2026-04-07T03:35:44.530306+00:00,ok,,mt-001,0,short,23,autoregressive,3,1.0,8,-1,,,2,key_norm,n/a,,0,false,0.0473404779999953,,168.98857675245262,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,42.24469993733901,,
bench_smoke_modal_v1,2026-04-07T03:35:47.086032+00:00,ok,,mt-002,1,short,18,autoregressive,3,1.0,8,-1,,,2,key_norm,n/a,,0,false,0.04719942299999502,,169.49359741115572,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,42.33970673752115,,
bench_smoke_modal_v1,2026-04-07T03:35:49.560871+00:00,ok,,mt-003,2,short,23,autoregressive,3,1.0,8,-1,,,2,key_norm,n/a,,0,false,0.048465324000034116,,165.06647102976902,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.26423023600528,,
bench_smoke_modal_v1,2026-04-07T03:35:51.906791+00:00,ok,,mt-001,0,short,23,autoregressive,3,1.0,16,-1,,,2,key_norm,n/a,,0,false,0.048309523000028776,,165.5988199261507,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.39730976020626,,
bench_smoke_modal_v1,2026-04-07T03:35:54.262871+00:00,ok,,mt-002,1,short,18,autoregressive,3,1.0,16,-1,,,2,key_norm,n/a,,0,false,0.04889542799998026,,163.61447945610027,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,40.87109592334087,,
bench_smoke_modal_v1,2026-04-07T03:35:56.822513+00:00,ok,,mt-003,2,short,23,autoregressive,3,1.0,16,-1,,,2,key_norm,n/a,,0,false,0.04750124999995364,,168.41662061541132,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,42.10171917585225,,
bench_smoke_modal_v1,2026-04-07T03:35:59.391257+00:00,ok,,mt-001,0,short,23,autoregressive,5,0.1,4,-1,,,2,key_norm,n/a,,0,false,0.04857966999998098,,164.67794038129801,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.16710319359483,,
bench_smoke_modal_v1,2026-04-07T03:36:01.745944+00:00,ok,,mt-002,1,short,18,autoregressive,5,0.1,4,-1,,,2,key_norm,n/a,,0,false,0.04788883500003749,,167.05355225270645,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.73018048984561,,
bench_smoke_modal_v1,2026-04-07T03:36:04.698705+00:00,ok,,mt-003,2,short,23,autoregressive,5,0.1,4,-1,,,2,key_norm,n/a,,0,false,0.04799126000003184,,166.69701941550798,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.671843748188174,,
bench_smoke_modal_v1,2026-04-07T03:36:07.125750+00:00,ok,,mt-001,0,short,23,autoregressive,5,0.1,8,-1,,,2,key_norm,n/a,,0,false,0.04795403700003931,,166.82641338399606,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.70419036875583,,
bench_smoke_modal_v1,2026-04-07T03:36:09.374985+00:00,ok,,mt-002,1,short,18,autoregressive,5,0.1,8,-1,,,2,key_norm,n/a,,0,false,0.04878705300001229,,163.9779307841772,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,40.9618865070513,,
bench_smoke_modal_v1,2026-04-07T03:36:11.664475+00:00,ok,,mt-003,2,short,23,autoregressive,5,0.1,8,-1,,,2,key_norm,n/a,,0,false,0.04856919900001344,,164.71344318438906,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.17597838085505,,
bench_smoke_modal_v1,2026-04-07T03:36:14.012381+00:00,ok,,mt-001,0,short,23,autoregressive,5,0.1,16,-1,,,2,key_norm,n/a,,0,false,0.04809409600002823,,166.34058367570324,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.58273996872352,,
bench_smoke_modal_v1,2026-04-07T03:36:16.564623+00:00,ok,,mt-002,1,short,18,autoregressive,5,0.1,16,-1,,,2,key_norm,n/a,,0,false,0.048021493999954146,,166.5920681269858,921600,921600,NVIDIA A10G,A10G,gpt2,8,False,272092160,275994112,0.248879616,0.0009216,41.61490119407589,,
bench_smoke_modal_v1,2026-04-07T03:36:19.448190+00:00,ok,,mt-003,2,short,23,autoregressive,5,0.1,16,-1,,,2,key_norm,n/a,,0,false,0.048486241999967206,,164.9952578301575,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.24642796613012,,
bench_smoke_modal_v1,2026-04-07T03:36:21.642035+00:00,ok,,mt-001,0,short,23,autoregressive,5,0.2,4,-1,,,2,key_norm,n/a,,0,false,0.04805536400002097,,166.47465202836688,1105920,1105920,NVIDIA A10G,A10G,gpt2,8,False,272092160,276681216,0.248879616,0.00110592,41.61625511772478,,
